RANK,CHARTYR,ALBUM,ARTIST,ALBUMID,DATE,GENRE
71,1989,OU812,Van Halen,,1988,Pop/Rock
72,1989,Greatest Hits,Fleetwood Mac,,1988,Pop/Rock
73,1989,The Great Radio Controversy,Tesla,,1989,Pop/Rock
74,1989,Big Game,White Lion,,1989,Pop/Rock
75,1989,Delicate Sound Of Thunder,Pink Floyd,,1988,Pop/Rock
76,1989,American Dream,"Crosby, Stills, Nash & Young",,1988,Pop/Rock
77,1989,Big Tyme,Heavy D & The Boyz,,1989,Rap
78,1989,Bulletboys,BulletBoys,,1988,Pop/Rock
79,1989,"Smashes, Thrashes & Hits",KISS,,1988,Pop/Rock
80,1989,Heart Of Stone,Cher,,1989,Pop/Rock
81,1989,Look Sharp!,Roxette,,1988,Pop/Rock
82,1989,Spike,Elvis Costello,,1989,Pop/Rock
83,1989,Big Thing,Duran Duran,,1988,Pop/Rock
84,1989,The Trinity Session,Cowboy Junkies,,1988,Pop/Rock
85,1989,The Other Side Of The Mirror,Stevie Nicks,,1989,Pop/Rock
86,1989,3 Feet High And Rising,De La Soul,,1989,Rap
87,1989,Roll With It,Steve Winwood,,1988,Pop/Rock
88,1989,All That Jazz,Breathe,,1988,Pop/Rock
89,1989,Messages From The Boys,The Boys,,1988,R&B
90,1989,Cycles,The Doobie Brothers,,1989,Pop/Rock
91,1989,Vixen,Vixen,,1988,Pop/Rock
92,1989,Time And Tide,Basia,,1987,Pop/Rock
93,1989,No Rest For The Wicked,Ozzy Osbourne,,1988,Pop/Rock
94,1989,Hold Me In Your Arms,Rick Astley,,1988,Pop/Rock
95,1989,Pride,White Lion,,1987,Pop/Rock
96,1989,I Wanna Have Some Fun,Samantha Fox,,1989,Pop/Rock
97,1989,"Wild, Wild West",The Escape Club,,1988,Pop/Rock
98,1989,Ghostbusters II,Soundtrack,,1989,Stage & Screen
99,1989,Up Your Alley,Joan Jett & the Blackhearts,,1988,Pop/Rock
100,1989,What You Don't Know,Expose,,1989,Pop/Rock
